Idx,Eps,SAT,Branches,Time(s)
0,0.1,False,0,0.37924766540527344
1,0.1,False,0,0.37513113021850586
2,0.1,False,0,0.37512779235839844
3,0.1,False,0,0.3737204074859619
4,0.1,False,0,0.3737959861755371
5,0.1,False,0,0.37509894371032715
6,0.1,False,0,0.37546229362487793
7,0.1,False,0,0.3748505115509033
8,0.1,False,0,0.3748152256011963
9,0.1,False,0,0.3746678829193115
10,0.1,False,0,0.374539852142334
11,0.1,False,0,0.3736445903778076
12,0.1,False,0,0.3735060691833496
13,0.1,False,0,0.37418627738952637
14,0.1,False,0,0.37572789192199707
15,0.1,False,0,0.3753793239593506
16,0.1,False,0,0.3755154609680176
17,0.1,False,0,0.3771388530731201
18,0.1,False,0,0.37691307067871094
19,0.1,False,0,0.37568092346191406
20,0.1,False,0,0.3759143352508545
21,0.1,False,0,0.3756835460662842
22,0.1,False,0,0.3764078617095947
23,0.1,False,0,0.37667083740234375
24,0.1,False,0,0.3756883144378662
25,0.1,False,0,0.3762524127960205
26,0.1,False,0,0.3754286766052246
27,0.1,False,0,0.3764824867248535
28,0.1,False,0,0.37551403045654297
29,0.1,False,0,0.376950740814209
30,0.1,False,0,0.37652111053466797
31,0.1,False,0,0.3756539821624756
32,0.1,False,0,0.37868332862854004
33,0.1,False,0,0.37583446502685547
34,0.1,False,0,0.37561821937561035
35,0.1,False,0,0.37537264823913574
36,0.1,False,0,0.37548327445983887
37,0.1,False,0,0.37540340423583984
38,0.1,False,0,0.37558555603027344
39,0.1,False,0,0.37543177604675293
40,0.1,False,0,0.376359224319458
41,0.1,False,0,0.37709808349609375
42,0.1,False,0,0.37673330307006836
43,0.1,False,0,0.37671709060668945
44,0.1,False,0,0.3775014877319336
45,0.1,False,0,0.3767077922821045
46,0.1,False,0,0.3767540454864502
47,0.1,False,0,0.37673282623291016
48,0.1,False,0,0.3773226737976074
49,0.1,False,0,0.3767402172088623
50,0.1,False,0,0.3770945072174072
51,0.1,False,0,0.376676082611084
52,0.1,False,0,0.3766665458679199
53,0.1,False,0,0.37686848640441895
54,0.1,False,0,0.3767848014831543
55,0.1,False,0,0.3769185543060303
56,0.1,False,0,0.37683773040771484
57,0.1,False,0,0.37539005279541016
58,0.1,False,0,0.37517499923706055
59,0.1,False,0,0.37497878074645996
60,0.1,False,0,0.37514328956604004
61,0.1,False,0,0.3766484260559082
62,0.1,False,0,0.37647509574890137
63,0.1,False,0,0.37497401237487793
64,0.1,False,0,0.37517523765563965
65,0.1,False,0,0.3751707077026367
66,0.1,False,0,0.3749094009399414
67,0.1,False,0,0.37626004219055176
68,0.1,False,0,0.37619853019714355
69,0.1,False,0,0.37537455558776855
70,0.1,False,0,0.37505245208740234
71,0.1,False,0,0.375213623046875
72,0.1,False,0,0.3750646114349365
73,0.1,False,0,0.37517523765563965
74,0.1,False,0,0.37514257431030273
75,0.1,False,0,0.37508559226989746
76,0.1,False,0,0.3750450611114502
77,0.1,False,0,0.3748643398284912
78,0.1,False,0,0.3750925064086914
79,0.1,False,0,0.37500548362731934
80,0.1,False,0,0.37548232078552246
81,0.1,False,0,0.3748750686645508
82,0.1,False,0,0.37656521797180176
83,0.1,False,0,0.3765988349914551
84,0.1,False,0,0.3752169609069824
85,0.1,False,0,0.3750307559967041
86,0.1,False,0,0.37520265579223633
87,0.1,False,0,0.37513089179992676
88,0.1,False,0,0.37630605697631836
89,0.1,False,0,0.3755378723144531
90,0.1,False,0,0.37687253952026367
91,0.1,False,0,0.3751537799835205
92,0.1,False,0,0.37468838691711426
93,0.1,False,0,0.37546777725219727
94,0.1,False,0,0.37511563301086426
95,0.1,False,0,0.37522149085998535
96,0.1,False,0,0.3754768371582031
97,0.1,False,0,0.37526988983154297
98,0.1,False,0,0.3753786087036133
99,0.1,False,0,0.3753058910369873
