Idx,Eps,prop,SAT,Branches,Time(s)
0,0.3,,False,0,1.0498614311218262
1,0.3,,False,0,0.9910702705383301
2,0.3,,False,0,0.9739944934844971
3,0.3,,False,0,0.99066162109375
4,0.3,,False,0,0.9689280986785889
5,0.3,,False,0,0.9938712120056152
6,0.3,,False,0,0.9744961261749268
7,0.3,,False,0,0.968602180480957
8,0.3,,False,0,33.38216257095337
9,0.3,,False,0,0.9895637035369873
10,0.3,,False,0,1.019563913345337
11,0.3,,False,0,0.9824700355529785
12,0.3,,False,0,0.980682373046875
13,0.3,,False,0,0.9979345798492432
14,0.3,,False,0,1.0061101913452148
15,0.3,,False,0,0.9832983016967773
16,0.3,,False,0,1.0208168029785156
17,0.3,,False,0,0.9850997924804688
18,0.3,,False,0,33.75916624069214
19,0.3,,False,0,0.9884986877441406
20,0.3,,False,0,0.9941158294677734
21,0.3,,False,0,1.01419997215271
22,0.3,,False,0,0.9875309467315674
23,0.3,,False,0,0.9946112632751465
24,0.3,,False,0,0.9758574962615967
25,0.3,,False,0,1.0120365619659424
26,0.3,,False,0,0.9796919822692871
27,0.3,,False,0,0.9707512855529785
28,0.3,,False,0,0.9976208209991455
29,0.3,,False,0,1.0015063285827637
30,0.3,,False,0,0.9954814910888672
31,0.3,,False,0,0.9926230907440186
32,0.3,,False,0,0.9860548973083496
33,0.3,,False,0,32.40608286857605
34,0.3,,False,0,0.9971809387207031
35,0.3,,False,0,0.9810187816619873
36,0.3,,False,0,1.0014009475708008
37,0.3,,False,0,1.0211942195892334
38,0.3,,False,0,1.0011179447174072
39,0.3,,False,0,1.0004878044128418
40,0.3,,False,0,1.0020091533660889
41,0.3,,False,0,1.0146503448486328
42,0.3,,False,0,0.9801292419433594
43,0.3,,False,0,33.89769911766052
44,0.3,,False,0,0.9805474281311035
45,0.3,,False,0,0.9849612712860107
46,0.3,,False,0,0.9973602294921875
47,0.3,,False,0,1.0011019706726074
48,0.3,,False,0,1.0156140327453613
49,0.3,,False,0,0.9767646789550781
50,0.3,,False,0,0.9746286869049072
51,0.3,,False,0,1.0029375553131104
52,0.3,,False,0,1.0245990753173828
53,0.3,,False,0,0.9823689460754395
54,0.3,,False,0,1.0010433197021484
55,0.3,,False,0,1.0004158020019531
56,0.3,,False,0,0.9812278747558594
57,0.3,,False,0,0.9981098175048828
58,0.3,,False,0,1.0313889980316162
59,0.3,,False,0,0.9740545749664307
60,0.3,,False,0,1.0116631984710693
61,0.3,,False,0,1.0044567584991455
62,0.3,,False,0,0.9900867938995361
63,0.3,,False,0,0.9849247932434082
64,0.3,,False,0,0.9775986671447754
,,,,,
66,0.3,,False,0,1.0089366436004639
67,0.3,,False,0,0.9996740818023682
68,0.3,,False,0,0.9855360984802246
69,0.3,,False,0,1.146348476409912
70,0.3,,False,0,1.2139320373535156
71,0.3,,False,0,1.180323839187622
72,0.3,,False,0,1.1854960918426514
73,0.3,,False,0,1.15108060836792
74,0.3,,False,0,1.2537975311279297
75,0.3,,False,0,1.129089117050171
76,0.3,,False,0,1.2578771114349365
77,0.3,,False,0,1.1444759368896484
78,0.3,,False,0,1.1669914722442627
79,0.3,,False,0,1.2023844718933105
80,0.3,,False,0,1.238241195678711
81,0.3,,False,0,1.2214534282684326
82,0.3,,False,0,1.1621475219726562
83,0.3,,False,0,1.165949821472168
84,0.3,,False,0,1.159522533416748
85,0.3,,False,0,1.1362509727478027
86,0.3,,False,0,1.1327264308929443
87,0.3,,False,0,1.0378377437591553
88,0.3,,False,0,1.0602853298187256
89,0.3,,False,0,1.033646821975708
90,0.3,,False,0,1.1665868759155273
91,0.3,,False,0,1.0155465602874756
92,0.3,,False,0,1.106147289276123
93,0.3,,False,0,1.1877520084381104
94,0.3,,False,0,1.0662803649902344
95,0.3,,False,0,1.185243844985962
96,0.3,,False,0,1.0936987400054932
97,0.3,,False,0,1.0177383422851562
98,0.3,,False,0,1.1479740142822266
99,0.3,,False,0,1.15956711769104
