Idx,Eps,SAT,Branches,Time(s)
0,0.00784313725490196,False,0,3.4775781631469727
1,0.00784313725490196,False,0,3.3319337368011475
2,0.00784313725490196,False,0,3.3340795040130615
3,0.00784313725490196,False,0,3.335883617401123
4,0.00784313725490196,False,0,3.3519413471221924
5,0.00784313725490196,False,0,3.345306634902954
6,0.00784313725490196,False,0,3.3481180667877197
8,0.00784313725490196,False,0,3.35426664352417
9,0.00784313725490196,False,0,3.354301691055298
10,0.00784313725490196,False,0,3.3393430709838867
11,0.00784313725490196,False,0,3.3603270053863525
12,0.00784313725490196,False,0,3.354799509048462
13,0.00784313725490196,False,0,3.354969024658203
14,0.00784313725490196,False,0,3.3572380542755127
15,0.00784313725490196,False,0,3.3562610149383545
16,0.00784313725490196,False,0,3.3685669898986816
17,0.00784313725490196,False,0,3.3631865978240967
18,0.00784313725490196,False,0,3.358969211578369
19,0.00784313725490196,False,0,3.3652565479278564
20,0.00784313725490196,False,0,3.3602488040924072
21,0.00784313725490196,False,0,3.353447198867798
23,0.00784313725490196,False,0,3.365912437438965
25,0.00784313725490196,False,0,3.366870641708374
26,0.00784313725490196,False,0,3.3678767681121826
27,0.00784313725490196,False,0,3.3640995025634766
28,0.00784313725490196,False,0,3.367609977722168
29,0.00784313725490196,False,0,3.368821859359741
30,0.00784313725490196,False,0,3.3665177822113037
31,0.00784313725490196,False,0,3.361034870147705
32,0.00784313725490196,False,0,3.362910747528076
33,0.00784313725490196,False,0,3.36820912361145
34,0.00784313725490196,False,0,3.359795570373535
36,0.00784313725490196,False,2,7.362687826156616
37,0.00784313725490196,False,0,3.360499620437622
38,0.00784313725490196,False,0,3.3670692443847656
39,0.00784313725490196,False,0,3.3665478229522705
40,0.00784313725490196,False,0,3.363997459411621
41,0.00784313725490196,False,0,3.3787734508514404
42,0.00784313725490196,False,0,3.37959361076355
43,0.00784313725490196,False,0,3.3666224479675293
44,0.00784313725490196,False,0,3.3609535694122314
45,0.00784313725490196,False,0,3.3804285526275635
46,0.00784313725490196,False,0,3.363027811050415
48,0.00784313725490196,False,0,3.366800308227539
50,0.00784313725490196,False,0,3.3895974159240723
51,0.00784313725490196,False,0,3.365414619445801
53,0.00784313725490196,False,0,3.381495714187622
54,0.00784313725490196,False,0,3.3780994415283203
55,0.00784313725490196,False,0,3.3580305576324463
60,0.00784313725490196,False,0,3.3864309787750244
62,0.00784313725490196,False,0,3.393422842025757
64,0.00784313725490196,False,0,3.374562978744507
65,0.00784313725490196,False,0,3.3715319633483887
66,0.00784313725490196,False,0,3.402815341949463
67,0.00784313725490196,False,0,3.3685288429260254
68,0.00784313725490196,False,0,3.39689564704895
71,0.00784313725490196,False,0,3.3770813941955566
72,0.00784313725490196,False,0,3.3886618614196777
73,0.00784313725490196,False,0,3.367042303085327
74,0.00784313725490196,True,0,5.285433292388916
75,0.00784313725490196,False,0,3.3639044761657715
76,0.00784313725490196,False,0,3.377236843109131
77,0.00784313725490196,False,0,3.3879334926605225
78,0.00784313725490196,False,0,3.379276990890503
79,0.00784313725490196,False,0,3.3593177795410156
80,0.00784313725490196,False,0,3.3603994846343994
81,0.00784313725490196,False,0,3.3994884490966797
82,0.00784313725490196,False,0,3.3844008445739746
83,0.00784313725490196,False,0,3.368778705596924
84,0.00784313725490196,False,0,3.4076449871063232
86,0.00784313725490196,False,0,3.3910601139068604
88,0.00784313725490196,False,0,3.3652849197387695
89,0.00784313725490196,False,0,3.3811028003692627
90,0.00784313725490196,False,0,3.3833866119384766
92,0.00784313725490196,False,0,3.3677070140838623
93,0.00784313725490196,False,0,3.3809986114501953
94,0.00784313725490196,False,0,3.43280029296875
95,0.00784313725490196,False,0,3.380959987640381
96,0.00784313725490196,False,0,3.392726421356201
97,0.00784313725490196,False,0,3.3557024002075195
98,0.00784313725490196,False,0,3.381112575531006
99,0.00784313725490196,False,0,3.374532699584961
