PropertyID,NetworkID,VerificationResult,InternalSolveStatus,ObjectiveValue,ObjectiveBound,InputValue,OutputValue,MainSolveTime,TotalTime
2,5_5,SAT,UserObjLimit,0.013925819231203625,1039.1467636851946,"[58353.8455, 0.0, 0.0, 1172.5, 30.0]","[20.29222498537577, 15.084665997985688, 0.17002457810565463, 15.04494556732046, 1.7665737317235886]",0.07743000984191895,16.042035643
2,5_6,SAT,UserObjLimit,0.005270743393456245,2596.348303308059,"[58353.8455, 0.0, 0.0, 1172.5, 30.0]","[17.751648481281045, 14.924919345893748, 0.11076586677585976, 15.780654410957553, 1.5106595901882578]",0.053666114807128906,15.219006007
2,5_7,SAT,UserObjLimit,0.008691561669657913,3393.642420429645,"[58353.8455, 0.0, 0.0, 1172.5, 30.0]","[18.480015912893723, 14.864314186317804, 0.19924442451163227, 15.229807121882859, 0.8998286424211974]",0.05572199821472168,16.495908549
2,5_8,SAT,UserObjLimit,0.010657420886475658,5994.885855767771,"[58353.8455, 0.0, 0.0, 1172.5, 30.0]","[19.725099321708786, 15.141884537726359, 0.4167494345117131, 15.739757633804885, 1.324759246920423]",0.07683110237121582,20.791373286
2,5_9,SAT,UserObjLimit,0.006342287063151309,3390.1625842630892,"[58353.8455, 0.0, 0.0, 1172.5, 30.0]","[17.711397843438938, 14.827144431100425, 0.36870184503112213, 15.339700103556474, 0.7109582100859324]",0.09643292427062988,19.187958115
3,1_1,UNSAT,UserObjLimit,-0.015395473710300575,-0.00024095611994959067,NaN,NaN,2.8220460414886475,3.378876285
3,1_2,UNSAT,UserObjLimit,-0.06083203875466811,-0.0014439656373334705,NaN,NaN,0.6738100051879883,1.223170135
3,1_3,UNSAT,UserObjLimit,-0.011998200880772539,-0.0004726721137351625,NaN,NaN,5.153069019317627,5.719402616
3,1_4,UNSAT,UserObjLimit,-0.013076890662917538,-0.009695560558216729,NaN,NaN,0.019121885299682617,0.316236851
3,1_5,UNSAT,UserObjLimit,-0.01327293327027609,-0.008494314591002791,NaN,NaN,0.018119096755981445,0.221872243
3,1_6,UNSAT,UserObjLimit,-0.005990367577700882,-0.005431632727007484,NaN,NaN,0.0107269287109375,0.12334237
3,1_7,SAT,UserObjLimit,0.001325997019363586,0.0015019000000000005,"[1650.0, 0.0, 3.1207965, 1090.0, 1080.0]","[-0.07663009054803283, 0.46516117765668064, 0.41922638876321905, 0.8077127353699964, 0.8175089938590032]",0.004624128341674805,0.087741815
3,1_8,SAT,UserObjLimit,0.0012762777380791838,0.0015949160382438693,"[1650.0, 0.0, 3.1207965, 1090.0, 1080.0]","[-0.05653509510144161, 0.4207288629510515, 0.43021173680518654, 0.8601883807897837, 0.8471169811564598]",0.00470280647277832,0.077167192
3,1_9,SAT,UserObjLimit,0.001096698195499228,0.0013276516638814906,"[1650.0, 0.0, 3.1207965, 1090.0, 1080.0]","[-0.024425188014730814, 0.3856850144563504, 0.402986319784179, 0.7381870111546798, 0.7202338270379336]",0.0025451183319091797,0.056573144
3,2_1,UNSAT,UserObjLimit,-0.0462818698883358,-0.011381740512213922,NaN,NaN,0.4759509563446045,0.893853113
3,2_2,UNSAT,UserObjLimit,-0.026356273963189555,-0.00417634677352376,NaN,NaN,0.5247581005096436,0.811994559
3,2_3,UNSAT,UserObjLimit,-0.04637888066508158,-0.000552365668234209,NaN,NaN,1.7945640087127686,2.226061397
3,2_4,UNSAT,UserObjLimit,-0.05452884440270274,-0.03397265694117222,NaN,NaN,0.0029921531677246094,0.084807201
3,2_5,UNSAT,UserObjLimit,-0.051600366694982205,-0.017926667522181305,NaN,NaN,0.007812023162841797,0.238613411
3,2_6,UNSAT,UserObjLimit,-0.044082552353855234,-0.042357971886229785,NaN,NaN,0.004083156585693359,0.126238919
3,2_7,UNSAT,UserObjLimit,-0.04533142267400354,-0.03291374977681595,NaN,NaN,0.011465072631835938,0.180792586
3,2_8,UNSAT,UserObjLimit,-0.04345612967802523,-0.037390747976647744,NaN,NaN,0.004630088806152344,0.094805429
3,2_9,UNSAT,UserObjLimit,-0.0409588224196659,-0.039840793738455296,NaN,NaN,0.0026128292083740234,0.055323321
3,3_1,UNSAT,UserObjLimit,-0.06797210942191126,-0.02187894007465041,NaN,NaN,0.017901897430419922,0.221768773
3,3_2,UNSAT,UserObjLimit,-0.04000811562936815,-0.0021644374492863112,NaN,NaN,1.8336410522460938,2.542887865
3,3_3,UNSAT,UserObjLimit,-0.06968510088463306,-0.03338305014195178,NaN,NaN,0.03997206687927246,0.504398754
3,3_4,UNSAT,UserObjLimit,-0.055332788793760294,-0.004482739771954807,NaN,NaN,0.6605539321899414,1.169136723
3,3_5,UNSAT,UserObjLimit,-0.046530916067342616,-0.03534659287512454,NaN,NaN,0.02068614959716797,0.2321353
3,3_6,UNSAT,UserObjLimit,-0.043796987146711784,-0.00591345181199223,NaN,NaN,0.3186178207397461,0.773128693
3,3_7,UNSAT,UserObjLimit,-0.046986232804164856,-0.044044518170760015,NaN,NaN,0.0030629634857177734,0.063459087
3,3_8,UNSAT,UserObjLimit,-0.04015773123579573,-0.0007078249450510748,NaN,NaN,0.013437986373901367,0.221187897
3,3_9,UNSAT,UserObjLimit,-0.05388248802356748,-0.030872991150936495,NaN,NaN,0.009331941604614258,0.12251699
3,4_1,UNSAT,UserObjLimit,-0.023238772970636354,-0.002221179789322986,NaN,NaN,0.3456850051879883,0.571471582
3,4_2,UNSAT,UserObjLimit,-0.025093929844690166,-0.001433553559306471,NaN,NaN,0.7616729736328125,1.271618898
3,4_3,UNSAT,UserObjLimit,-0.0723611915316989,-0.0012571338651940964,NaN,NaN,0.8812060356140137,1.353672379
3,4_4,UNSAT,UserObjLimit,-0.047308676582506655,-0.03113923194148061,NaN,NaN,0.0077610015869140625,0.307180995
3,4_5,UNSAT,UserObjLimit,-0.053539553658203856,-0.04782882786751254,NaN,NaN,0.007876873016357422,0.103933323
3,4_6,UNSAT,UserObjLimit,-0.04349500513927593,-0.005246377924022796,NaN,NaN,0.036070823669433594,0.792009929
3,4_7,UNSAT,UserObjLimit,-0.045564768741451496,-0.036381135847564056,NaN,NaN,0.012099027633666992,0.148211402
3,4_8,UNSAT,UserObjLimit,-0.04427441570198583,-0.030471962847109804,NaN,NaN,0.004378795623779297,0.18977237
3,4_9,UNSAT,UserObjLimit,-0.04221208445363732,-0.029653990317389013,NaN,NaN,0.005909919738769531,0.286236743
3,5_1,UNSAT,UserObjLimit,-0.043200330130099024,-0.0003469447922726888,NaN,NaN,1.0123260021209717,1.392152366
3,5_2,UNSAT,UserObjLimit,-0.08570365667743379,-0.00843296041128161,NaN,NaN,0.019376039505004883,0.258215496
3,5_3,UNSAT,UserObjLimit,-0.05583123009464902,-0.005429380823343851,NaN,NaN,0.036147117614746094,0.443599567
3,5_4,UNSAT,UserObjLimit,-0.04761712996149811,-0.008347936880772903,NaN,NaN,0.0055310726165771484,0.218458892
3,5_5,UNSAT,UserObjLimit,-0.05738362583533069,-0.04430017552857274,NaN,NaN,0.02566695213317871,0.343642257
3,5_6,UNSAT,UserObjLimit,-0.047860339494378915,-0.018811609087446154,NaN,NaN,0.014756917953491211,0.272644046
3,5_7,UNSAT,UserObjLimit,-0.04539822641166558,-0.04319109486021902,NaN,NaN,0.004766941070556641,0.062344234
3,5_8,UNSAT,UserObjLimit,-0.04137588489439924,-0.02826148685990702,NaN,NaN,0.01507711410522461,0.202770613
3,5_9,UNSAT,UserObjLimit,-0.04254563031471919,-0.012154751379991441,NaN,NaN,0.004936933517456055,0.085005872
4,1_1,UNSAT,UserObjLimit,-0.04397611579693034,-0.0007514607799600781,NaN,NaN,0.44423985481262207,0.808382994
4,1_2,UNSAT,UserObjLimit,-0.05595653210307405,-0.0016007094619131066,NaN,NaN,0.2951359748840332,0.713792897
4,1_3,UNSAT,UserObjLimit,-0.03619064605369617,-0.001868298572995207,NaN,NaN,1.021531105041504,1.515526258
4,1_4,UNSAT,UserObjLimit,-0.022804726553720272,-0.000562199159980542,NaN,NaN,0.03902101516723633,0.262147486
4,1_5,UNSAT,UserObjLimit,-0.013656279589313354,-0.000119658427060838,NaN,NaN,0.15228891372680664,0.33395496
4,1_6,UNSAT,UserObjLimit,-0.006700138603389359,-0.001546693088253271,NaN,NaN,0.02026510238647461,0.250658095
4,1_7,SAT,UserObjLimit,0.0006254398072882347,0.004921793165807379,"[1650.0, 0.0, 0.0, 1100.0, 750.0]","[0.7205139853008671, 0.9543971512011193, 1.1916432575173799, 1.4321836540425323, 1.6077788834231272]",0.004702091217041016,0.074952666
4,1_8,SAT,UserObjLimit,0.0019351162743497553,0.0037677953949988366,"[1650.0, 0.0, 0.0, 1100.0, 750.0]","[0.061851356129658086, 0.9348041291868707, 0.785487932113444, 1.3265072404610034, 1.0962500160860884]",0.004316806793212891,0.0901666
4,1_9,SAT,UserObjLimit,0.0017407509262110966,0.0028604311845072117,"[1650.0, 0.0, 0.0, 1100.0, 750.0]","[0.06979927272202602, 0.7207529423185921, 0.7579540118817398, 1.0627822966490443, 1.0809191125880213]",0.003323078155517578,0.063602421
4,2_1,UNSAT,UserObjLimit,-0.06116581511145147,-0.00941783051039597,NaN,NaN,0.436007022857666,0.770603779
4,2_2,UNSAT,UserObjLimit,-0.06285390480487965,-0.0022454022085237665,NaN,NaN,0.5673460960388184,0.926658012
4,2_3,UNSAT,UserObjLimit,-0.0545104041455563,-0.03180182432833642,NaN,NaN,0.014584064483642578,0.187109127
4,2_4,UNSAT,UserObjLimit,-0.06179385530164518,-0.02197293890710035,NaN,NaN,0.019136905670166016,0.251495985
4,2_5,UNSAT,UserObjLimit,-0.04845284350915012,-0.014832930620208185,NaN,NaN,0.024113178253173828,0.317023961
4,2_6,UNSAT,UserObjLimit,-0.04793775721981688,-0.02076870580968192,NaN,NaN,0.019960880279541016,0.353593123
4,2_7,UNSAT,UserObjLimit,-0.045908367625451876,-0.04137878506700533,NaN,NaN,0.0037050247192382812,0.177843563
4,2_8,UNSAT,UserObjLimit,-0.04238688587169746,-0.003634812834859534,NaN,NaN,1.08542799949646,1.842099196
4,2_9,UNSAT,UserObjLimit,-0.04087054739084746,-0.038310766464086966,NaN,NaN,0.005767822265625,0.076693076
4,3_1,UNSAT,UserObjLimit,-0.13443225425011734,-0.017658929525112166,NaN,NaN,0.02192401885986328,0.358869026
4,3_2,UNSAT,UserObjLimit,-0.11434847096113288,-0.015908267865601955,NaN,NaN,0.02641892433166504,0.236941553
4,3_3,UNSAT,UserObjLimit,-0.09746519567335545,-0.06964606844449092,NaN,NaN,0.014465093612670898,0.140470431
4,3_4,UNSAT,UserObjLimit,-0.06853415587592263,-0.045318752788321634,NaN,NaN,0.015429973602294922,0.230439077
4,3_5,UNSAT,UserObjLimit,-0.04746746003834079,-0.016786825325693283,NaN,NaN,0.026974916458129883,0.529567295
4,3_6,UNSAT,UserObjLimit,-0.048862182749558586,-0.03125336299621051,NaN,NaN,0.023957014083862305,0.419662673
4,3_7,UNSAT,UserObjLimit,-0.044630790605611016,-0.026318743146253064,NaN,NaN,0.011668920516967773,0.152151922
4,3_8,UNSAT,UserObjLimit,-0.03556839196687078,-0.0028313674168308316,NaN,NaN,0.20161104202270508,0.461506605
4,3_9,UNSAT,UserObjLimit,-0.05018161025201736,-0.01625137843270698,NaN,NaN,0.018299102783203125,0.359902517
4,4_1,UNSAT,UserObjLimit,-0.04979730010912137,-0.03373874483533945,NaN,NaN,0.01143503189086914,0.110299826
4,4_2,UNSAT,UserObjLimit,-0.06584194502862414,-0.013089645615105172,NaN,NaN,0.030303955078125,0.463733296
4,4_3,UNSAT,UserObjLimit,-0.0537841451739622,-0.014670015094707056,NaN,NaN,0.034268856048583984,0.428604208
4,4_4,UNSAT,UserObjLimit,-0.028559560499409765,-0.0005384259853460605,NaN,NaN,1.5771980285644531,2.610752578
4,4_5,UNSAT,UserObjLimit,-0.056266749453118214,-0.0024343081526885524,NaN,NaN,0.008182048797607422,0.288880685
4,4_6,UNSAT,UserObjLimit,-0.04309813841861928,-0.0076906172308283255,NaN,NaN,0.009613990783691406,0.342038592
4,4_7,UNSAT,UserObjLimit,-0.042482357521584996,-0.03530635672190993,NaN,NaN,0.005570173263549805,0.174289966
4,4_8,UNSAT,UserObjLimit,-0.04631742386790111,-0.031199874219204546,NaN,NaN,0.007103919982910156,0.333614713
4,4_9,UNSAT,UserObjLimit,-0.04088946331145412,-0.025182253846037277,NaN,NaN,0.015744924545288086,0.38725449
4,5_1,UNSAT,UserObjLimit,-0.11455907942879134,-0.04436261299010773,NaN,NaN,0.01766800880432129,0.341593805
4,5_2,UNSAT,UserObjLimit,-0.10785402931226967,-0.041136461739501695,NaN,NaN,0.014492988586425781,0.251930972
4,5_3,UNSAT,UserObjLimit,-0.0958440485516745,-0.02037724653010972,NaN,NaN,0.08459806442260742,0.60177152
4,5_4,UNSAT,UserObjLimit,-0.05575700783071184,-0.03216662350063306,NaN,NaN,0.019199848175048828,0.263340991
4,5_5,UNSAT,UserObjLimit,-0.05543442877293037,-0.017425343467843194,NaN,NaN,0.008495092391967773,0.275081285
4,5_6,UNSAT,UserObjLimit,-0.04697560270222108,-0.01787033071163376,NaN,NaN,0.009672880172729492,0.229164788
4,5_7,UNSAT,UserObjLimit,-0.0425958818429386,-0.0404460119523632,NaN,NaN,0.004185914993286133,0.13360404
4,5_8,UNSAT,UserObjLimit,-0.041936218585404056,-0.028504185386215686,NaN,NaN,0.019982099533081055,0.33073267
4,5_9,UNSAT,UserObjLimit,-0.0407636427561041,-0.03092750331329404,NaN,NaN,0.016290903091430664,0.231223628
5,1_1,Timeout,UserLimit,-0.027186796868001434,5.306482162667157,NaN,NaN,300.0039508342743,305.483410366
6,1_1,Timeout,UserLimit,-0.0025666444081520936,133.25605769597038,NaN,NaN,300.0166130065918,311.809958871
7,1_9,Timeout,UserLimit,-0.002003524882840394,26.498178806924685,NaN,NaN,300.0034739971161,320.693831386
8,2_9,Timeout,UserLimit,-0.00252029999249892,5.558352714739703,NaN,NaN,300.00246500968933,310.713398115
9,3_3,Timeout,UserLimit,-0.052462165189115895,4.467176206268749,NaN,NaN,300.0115849971771,305.145684655
10,4_5,Timeout,UserLimit,-0.0016199000001785972,37.219521832989855,NaN,NaN,300.0088999271393,307.55453606
